title,word,start_time,end_time
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,in this video we will learn about what,0,60
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,because we have removed one of them now,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let's say I I'll remove,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,an item which is not in the list let's,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,say I'll remove Jacob,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and on removing it what should happen an,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,error should occur because Jacob is not,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,in the set,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,right click and then you can see there,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,is no error,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay in the remove method we saw that if,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,you,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,try to remove an item which is not in,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,the set it will throw an error but this,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,is not the case with,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,discard method,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,so this is the difference between,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,discard and remove method,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let's move further,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now we will empty the set,720,780
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,to empty the set the clear method is,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,used create a set,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,we have created a set and printed it,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now let us clear it remove it completely,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,my set dot clear method,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,myset.clearmethod that's it,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now when I'll try to uh print the set,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let's see what will happen right click,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and run,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,you can see it is showing us the,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,following that means we that means our,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set is empty okay in this way you can,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,clear you can empty the set using the,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,clear method,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now let us see how we can delete the,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,complete set,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,to delete the complete set use the Dell,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,keyword,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,create a set,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,we created a set with the five elements,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,string elements,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now I'll delete it using Del space my,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,press enter,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now when I'll try to print the set let's,780,840
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,see what will happen right click run,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and you can see name my set is not,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,defined that means we deleted it so we,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,won't be able to print it for obvious,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,reasons because the set does not exist,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let us move further,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,join two sets in Python,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,to join two sets,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,we can use a union method as well as a,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,update method,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay so let's see the update method,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,create two sets and print them,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,so I have created set one now let us,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,create another set,840,900
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,I have created second set also let us,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,right click and run it so here we are,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,with here we are with two set,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now let us join two sets,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,by using the update method so just write,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,my set one dot,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,update,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and within that mention my set 2 that's,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,it print the set one since we have,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,updated set one via join set one with,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set two,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now our set one will have the complete,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,join of both the set,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,right click and run,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,here you can see set one set two and the,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,joining of both the set okay in this way,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,you can join two sets in Python,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let us move further,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now let us see how to return the,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,difference between two or more set,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,to return the difference between two or,900,960
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,more sets use the difference method,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let's create two set,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,here is our set one,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let us now create the second set,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay we have printed both of them now,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let us take a new variable let's say res,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and within that we will find a,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,difference by using myset1 dot,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,difference,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,bracket my set 2,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay now we will print the result which,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,will be the difference right click and,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,run,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and you can see set one,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set two and the result of,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,the difference Okay so,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,res returned a set that contains the,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,items which are in,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,which are in first set but not in second,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set okay so this is a difference,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now we will see how we can,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,keep holding the duplicate items into,960,1020
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay for that we'll be using the,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,intersection underscore update method,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay let us create two sets,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,the following is set one and,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,here is set to now we will use the,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,intersection underscore update method to,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,keep only the items that are present in,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,both sets okay that means duplicate,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,items,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,for that,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,use my set one,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,dot intersection underscore update,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,my set to the second set that's it and,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now I'll print the myset one why because,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,the changes were done in my set 1.,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and it will keep only duplicate items in,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,two sets Okay so now John should get,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,printed,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and Steve should get printed let's say,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,right click and run,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now you can see set 1 set 2 and using,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,intersection underscore update we are,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,able to find the duplicate items only,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,that is the that are the items in both,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,the set John and Steve,1020,1080
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,here it is John is here and John is here,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,Steve is here and Steve is here okay,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now we will,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,keep all items into two set except the,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,duplicates okay that is the opposite,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now we will keep all items in the two,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,except the duplicates,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay to achieve this we'll be using,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,symmetric underscore difference,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,underscore update method let us create,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,two set,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,here is a first set let us create the,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,second set,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,this is the second set now what we want,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,we just want to keep the elements that,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,are not present in both sets for that,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,use my set 1 the first set Dot symmetric,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,underscore difference underscore update,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,method and mention the set to inside it,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,as a parameter that's it now we will,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,print the first set,1080,1140
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay so this will return the return all,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,the items in the two sets except the,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,duplicates so,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,accept John and Steve it will it will,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,print all other six elements right click,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,run,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,here it is,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,first set second set and the following,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,are all the items in the two sets except,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,the matching values in both the set okay,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now we will see how we can make the copy,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,of a set,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,to make a copy we'll be using the copy,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,method,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay let us create a set we created a,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set and printed it now we will create a,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,copy let's say under res new variable,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,right uh write the first set write the,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set dot copy that's it,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now res will have a copy of our,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,following set let us print res,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,right click and run,1140,1200
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now the first one is our set here it is,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and the second is the copy that is res,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,is the copy of the set using the copy,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,method,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now last method,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,how we can get the union offset,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,so the union method is used to return a,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set that will contain all the items from,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,both the set,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,excluding the duplicates that is Union,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,let us create two set,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,here is set 1,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and here is set to okay,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,to get the union let us create a new,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,variable let us add a new variable,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay let us create a new set,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and within that use my set one dot Union,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and in bracket set the second set that's,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,it,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,now print the new set that is our res,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,and right click and run it okay so now,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,it will print the union that is all the,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,items from both the sets excluding the,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,duplicates here it is,1200,1260
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,we have printed set 1 set 2 and all the,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,items from both the set,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay excluding the duplicates okay so,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,here in John,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,was a duplicate,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,okay I'll show it here John was a,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,duplicate and Steve was a duplicate okay,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,so it has printed all but it has printed,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,the duplicates only once that means,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,excluding the duplicates in this way you,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,can get Union offset in Python,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,so guys in this video we saw what are,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,python set how we can work around it,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,what are the methods available how we,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,can create a set we also worked around,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,more than 15 examples so that we can,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,so that we can cover the entire concept,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,of,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,set in Python thank you for watching the,1260,1320
Python Sets Tutorial | Tutorial for Beginners  | Lecture 21 | Amit Thinks,video,1260,1320
